AU01677 	12 M Routine Maint. of Grant St Vent Station Fan
AU02290 	grease such as Aeroshell 7 is preferable).[_ _]
AU02290 	"5.,,Inspect the weather proof seal on the box cover for damages."
AU02290 	"6. ,,Follow the steps below to check the Automatic operation ,,of ,,the"
AU02290 	Barrier
AU02290 	",,-Open the Emeregency Services Boom gate control box.[_ _]"
AU02290 	",,-Check the Automatic (Green)  Indicator Lamp is ON.[_ _]"
AU02290 	",,-Make sure that there is no traffic passing prior to ,,operation.[_ _]"
AU02290 	",,-Contact the Control Room & ask the operator to lower the ,,"
AU02290 	barrier.[_ _]
AU02290 	",,-When the barrrier lowers, observe whether the Barrier Raise ,,"
AU02290 	"Indicator Lamp Turn Off & Barrier Lower Indicator Lamp Turn ,,"
AU02290 	ON.[_ _]
AU02290 	",,-Similarly when the Barrier has returned to the raised,,position"
AU02290 	"Barrier Raise Indicator Lamp Turns ON and Lower ,,Indicator Lamp Turn"
AU02290 	OFF.[_ _]
AU02290 	",,-When the Barrier operates check the RED warning lights for ,,correct"
AU02290 	",,Operation.[_ _]"
AU02290 	",,-Ask the control room operator to perform one more cycle & ,,"
AU02290 	"check the activation of the barrier traffic signals, ,,initially in"
AU02290 	"green then to flashing amber, then to red.[_ _]"
AU02290 	"7.,,Once the above steps are completed, start the steps given in ,,the"
AU02290 	"attachment No. TMF-3012-OP-0409 to check the manual ,,operation."
AU02290 	",,(Note: Once the Manual Control Button is pressed & no ,,"
AU02290 	"following actions are taken for 2 minutes, the system will ,,return"
AU02290 	backto the Automatic state).[_ _]
AU02290 	"8.,,Perform one more cycle manually & check the activation of the ,,"
AU02290 	"barrier traffic signals on manual operation,initially in ,,green then to"
AU02290 	"flashing amber, then to red.(TCRO can check ,,this from CCTV).[_ _]"
AU02290 	"9. ,,All defects and maintenance requirements shall be recorded."
AU02290 	"10.,,Notify Control Room when job is completed on Kingsway,,Boom ,,Gate."
AU02290 	Burnley Tunnel Entry Portal Barrier Closuer System Maintenance
AU02290 	Barrier.
AU02290 	",,-Similarly when the Barrier has return to the raised,,position"
AU02290 	"BarrierRaise Indicator Lamp Turns ON and Lower ,,Indicator Lamp Turn"
AU02290 	"following actions are taken for 2 minutes, the ,,system will ,,return"
AU02290 	back to the Automatic state).[_ _]
AU02290 	"10.,,Notify Control Room when job is completed BT Entry Portal ,,Boom"
AU02290 	Gate.
AU02290 	6M Domain Tunnel Barrier System Mainten
AU02290 	",,-Similarly when the Barrier has returned to the raised ,,position"
AU02290 	"10.,,Notify Control Room when job is completed."
AU02291 	12M Tunnel Barrier Closure System Maintenance
AU02291 	
AU02291 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02291 	Kingsway Entry Ramp Barrier Closuer System Maintenance
AU02291 	"1. ,,Perform this task during a Tunnel shut down."
AU02291 	"2. ,,Notify Control Room prior to inspections."
AU02291 	"3.,,Follow the steps given below to check the Drive/Gear Box ,,"
AU02291 	components
AU02291 	" ,,-Open the Drive/Gear box cover & inspect the gears for wear."
AU02291 	",,-Inspect air vents & ensure that they are clear.[_ _]"
AU02291 	" ,,-Inspect the weather proof seal on the box cover for ,,damages.[_ _]"
AU02291 	",,-Check all the electrical connections for bad connections ,,(Hot"
AU02291 	Spots).[_ _]
AU02291 	"4. ,,Follow the following steps to check the Automatic operation ,,of"
AU02291 	the Barrier
AU02291 	",,-Open the Emeregency Services Boom gate control box.[_ _]"
AU02291 	",,-Check the Automatic (Green)  Indicator Lamp is ON.[_ _]"
AU02291 	",,-Make sure that there is no traffic passing prior to ,,operation.[_ _]"
AU02291 	",,-Contact the Control Room & ask the operator to lower the ,,"
AU02291 	barrier.[_ _]
AU02291 	",,-When the barrrier lowers, observe whether the Barrier Raise ,,"
AU02291 	"Indicator Lamp Turns Off & Barrier Lower Indicator Lamp Turn ,,"
AU02291 	ON.[_ _]
AU02291 	",,-Similarly when the Barrier has retrurned to the raised ,,position"
AU02291 	"Barrier Raise Indicator Lamp Turns ON and Lower ,,Indicator Lamp Turn"
AU02291 	OFF.[_ _]
AU02291 	",,-When the Barrier operates check the RED warning lights for ,,correct"
AU02291 	",,Operation.[_ _]"
AU02291 	",,-Ask the control room operator to perform one more cycle & ,,"
AU02291 	"check the activation of the barrier traffic signals, ,,initially in"
AU02291 	"green then to flashing amber, then to red.[_ _]"
AU02291 	"5.,,Once the above steps are completed, start the steps given in ,,the"
AU02291 	"attachment No. TMF-3012-OP-0409 to check the manual ,,operation."
AU02291 	",,(Note: Once the Manual Control Button is pressed & no ,,"
AU02291 	"following actions are taken for 2 minutes, the ,,system ,,will ,,return"
AU02291 	back to the Automatic state).[_ _]
AU02291 	"6.,,Perform one more cycle manually & check the activation of the ,,"
AU02291 	"to flashing amber, then to red.(TCRO can check ,,this from CCTV).[_ _]"
AU02291 	"7.,,Inspect the Control cabinets & Emeregency Services Boom ,,gate"
AU02291 	"control cabinet for any damages or ,,corrosion.[_ _]"
AU02291 	"8.,,Check the cabinets interior for accumulated debris & or ,,"
AU02291 	insect infections & clean if required.[_ _]
AU02291 	"9.,,Check cabinets interior for corrosion & water ingress.[_ _]"
AU02291 	"10.,,Check components for loose contacts terminations or burnt ,,"
AU02291 	connections.[_ _]
AU02291 	"11.,,All defects and maintenance requirements shall be recorded."
AU02291 	12. Close the cabinet & replace the padlock.
AU02291 	"13. Notify Control Room when job is completed on Kingsway,,Boom ,,Gate."
AU02291 	Burnley Tunnel Entry Portal Barrier Closuer System Maintenance
AU02291 	",,-Similarly when the Barrier has returned to the raised ,,position"
AU02291 	"barrier traffic signals on manual operation,initially in ,,green then"
AU02291 	"to flashing amber, then to red.(TRCO can check ,,this from CCTV).[_ _]"
AU02291 	"13. Notify Control Room when job is completed BT Entry Portal ,,Boom"
AU02291 	Gate.
AU02291 	****Complete the following CityLink Asset Condition Rating****
AU02291 	ASSET CONDITION RATING
AU02291 	Rate the Condition of the Asset.
AU02291 	Note:
AU02291 	[ 1 ] - Excellent.
AU02291 	        Asset is new or in as new condition
AU02291 	[ 2 ] - Good.
AU02291 	"        Asset is fully operational, well presented, performing"
AU02291 	        it's intended function.
AU02291 	[ 3 ] - Fair.
AU02291 	        Asset is functional and operational but showing signs of
AU02291 	        deterioration that will result is some intervention
AU02291 	        works possibly within the next 12 months. May not be
AU02291 	        performing it's intended function to the full degree.
AU02291 	[ 4 ] - Poor.
AU02291 	        Asset is functional and operational but showing major
AU02291 	        signs of deterioration that will require intervention
AU02291 	        works within the next 3 months. Not performing it's
AU02291 	        intended function.
AU02291 	CONDITION RATING SCORE
AU02291 	"Kingsway Entry Ramp(B_Gate01),,,,,,,,,,[_ _]"
AU02291 	"Burnley Tunnel Entry Portal(B_Gate02),,,,,,[_ _]"
AU02291 	"If the condition of asset is 3 or 4, record your observations"
AU02291 	in the Work Done area of the job sheet(photograph if possible).
AU02291 	12M Domain Tunnel Barrier  System Maintenance
AU02291 	",,-Contact the Control Room & asked the the operator to lower ,, the"
AU02291 	",,-Similarly when the Barrier has returned to the raised,,position"
AU02291 	"barrier traffic signals on manual operation,initially in ,,green then to"
AU02291 	"flashing amber, then to red.(TCRO can check ,,this from CCTV).[_ _]"
AU02291 	13. Notify Control Room when job is completed.
AU02291 	"Domain Tunnel Entry Portal (B_Gate03),,,,[_ _]"
AU02267 	01M Groundwater monitoring activities
AU02267 	Monthly Groundwater Monitoring Throughout the
AU02293 	Storege of Water Filled NJB
AU02293 	
AU02293 	Monthly Payment(Estimate : E1209)to OD Transport for offsite storage of
AU02293 	Water Filled NJB
AU02293 	Scope of Work
AU02293 	.............
AU02293 	a) Storage of temporary water filled NJB to be relocated & stored
AU02293 	offsite.
AU02293 	b) NJB will be store off site in the care of OD Group
AU02293 	"c) They will be empty, hence current procedure for filling them with"
AU02293 	water when placed in position will still apply
AU02293 	d) The storage contractor (OD Group)will be responsible for the
AU02293 	deliveryof these NJB on the incident site & place them on location with
AU02293 	a lead time 1.5 hours during the day & 2 hours during the night
AU02293 	e) OD Group will deliver & remove barrierswith the use of mechanical
AU02293 	equipment eliminating the needs to manually load & unload the NJB from
AU02293 	the transit trailers etc.
AU02294 	06W Operational Test of BT Barrier
AU02294 	
AU02294 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02294 	Kingsway Entry Ramp Barrier Closure System Operational Check
AU02294 	"1. ,,Perform this task during a Tunnel shut down."
AU02294 	"2. ,,Notify Control Room prior to inspections."
AU02294 	"3. ,,Follow the steps below to check the Automatic operation ,,of ,,the"
AU02294 	Barrier
AU02294 	",,-Open the Emeregency Services Boom gate control box.[_ _]"
AU02294 	",,-Check the Automatic (Green)  Indicator Lamp is ON.[_ _]"
AU02294 	",,-Make sure that there is no traffic passing prior to ,,operation.[_ _]"
AU02294 	",,-Contact the Control Room & ask the operator to lower the ,,"
AU02294 	barrier.[_ _]
AU02294 	",,-When the barrier lowers, observe whether the Barrier Raise ,,"
AU02294 	"Indicator Lamp Turn Off & Barrier Lower Indicator Lamp Turn ,,"
AU02294 	ON.[_ _]
AU02294 	",,-Similarly when the Barrier has returned to the raised,,position"
AU02294 	"Barrier Raise Indicator Lamp Turns ON and Lower ,,Indicator Lamp Turn"
AU02294 	OFF.[_ _]
AU02294 	",,-When the Barrier operates check the RED warning lights for ,,correct"
AU02294 	",,Operation.[_ _]"
AU02294 	",,-Ask the control room operator to perform one more cycle & ,,"
AU02294 	"check the activation of the barrier traffic signals, ,,initially in"
AU02294 	"green then to flashing amber, then to red.[_ _]"
AU02294 	"4.,,Once the above steps are completed, start the steps given in ,,the"
AU02294 	"attachment No. TMF-3012-OP-0409 to check the manual ,,operation."
AU02294 	",,(Note: Once the Manual Control Button is pressed & no ,,"
AU02294 	"following actions are taken for 2 minutes, the system will ,,return back"
AU02294 	to the Automatic state).[_ _]
AU02294 	"5.,,During this manual operation, check the activation of the ,,barrier"
AU02294 	"traffic signals,initially in green then to ,,flashing amber, then to"
AU02294 	"red. (TCRO can check this from ,,CCTV)[_ _]"
AU02294 	"6. ,,All defects and maintenance requirements shall be recorded."
AU02294 	"7.,,Notify Control Room when job is completed on Kingsway,,Boom ,,Gate."
AU02294 	Burnley Tunnel Entry Portal Barrier Closure System OPerational Check
AU02294 	Barrier.
AU02294 	",,-Make sure that there is no traffic passing prior to ,,operation. [_"
AU02294 	_]
AU02294 	",,-Similarly when the Barrier has return to the raised,,position"
AU02294 	"BarrierRaise Indicator Lamp Turns ON and Lower ,,Indicator Lamp Turn"
AU02294 	"following actions are taken for 2 minutes, the ,,system ,,will return"
AU02294 	back to the Automatic state).[_ _]
AU02294 	"traffic signals,initially in green then to flashing ,,amber, then to"
AU02294 	"red.(TCRO can check ,,this from CCTV.).[_ _]"
AU02294 	"7.,,Notify Control Room when job is completed BT Entry Portal ,,Boom"
AU02294 	Gate.
AU02294 	06W Operational Test of DT Barrier
AU02294 	"traffic signals,initially in ,,green then to ,,flashing amber, then to"
AU02294 	"red.( TCRO can check ,,this from ,,CCTV).[_ _]"
AU02295 	12M Review of Landscape Management Plan
AU02295 	
AU02295 	Review 5 Year Landscape Management Plan
AU02296 	Daily Insp of Bolte Bridge Aviation Lights
AU02296 	
AU02296 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02296 	"1. ,,TCRO to check the Bolte Bridge Aviation Lights & comment ,,"
AU02296 	"the condition on the Form TMF-3012-OP-0411 attached to the ,,job sheet."
AU02296 	2.  Any failure need to be addressed with TSL.
AU02297 	3M Maintenance of LUMS9 Electrical Hoist
AU02297 	
AU02297 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02297 	"1.  Notify the Traffic Control Room prior to commencing this ,,work. [_"
AU02297 	_]
AU02297 	"2.,,Inspect control functions for correct operation. [_ _]"
AU02297 	"3.  Inspect for proper limit switch actuation & motor stopping ,,"
AU02297 	when the hook rises at upper limit under no load. [_ _]
AU02297 	4.  While operating check for slipping via braking. [_ _]
AU02297 	"5.  Inspect for damage, cracks & bends or noticeable opening in ,,"
AU02297 	hooks & hook fittings that attach the hook to the chain.
AU02297 	",,[_ _]"
AU02297 	"6.,,Inspect for wear, corrosion, cracks, distortion, etc. of the ,,gear"
AU02297 	",bearing & chain pins. [_ _]"
AU02297 	"7.,,Inspect for damages or excessive wear on the load sheave ,,chain"
AU02297 	"pocket. (If the pocket is too wide or deep, the chain ,,may be lifted"
AU02297 	"upover the pocket or may get caught between ,,the chain guide & load"
AU02297 	"sheave. Also check the chain guide for ,,wear around the opening"
AU02297 	"throughwhich the chain enters the ,,hoist) [_ _]"
AU02297 	"8.,,Inspect for deformations, peeled & cracked cushion rubber."
AU02297 	"9.,,Inspect for damages to the chain spring (option), and minimum ,,"
AU02297 	"freelength, 75mm (130mm), of chain spring. Note: Initial ,,free length"
AU02297 	"of the spring, 75mm (130mm). [_ _]"
AU02297 	"10.,,Inspect for fastening of screws, bolts & nuts. [_ _]"
AU02297 	"11.,,Inspect the damages to the hook or fittings that attach the ,,hook"
AU02297 	to the chain. [_ _]
AU02297 	"12.,,Inspect for contactor contact pitching point deterioration. ,,"
AU02297 	(Operate the push button & check if it sticks at any point.
AU02297 	"13.,,Check for imperfect insulation of cables, cords, & the ,,"
AU02297 	control station. [_ _]
AU02297 	"14. Check the end clamp for damages, cracks or excessive ,,corrosion."
AU02297 	[__]
AU02297 	................................................................
AU02297 	"For the month of August only, perform the following tasks in addition"
AU02297 	tothe above.
AU02297 	...........................
AU02297 	***Warning****
AU02297 	"-,,Never perform maintenance on the hoist while it is supporting ,,a"
AU02297 	load.
AU02297 	"-,,Before performing maintenance, attach the tag: [""DANGER"": DO ,,NOT"
AU02297 	OPERATE EQUIPMENT BEING REPAIRED]
AU02297 	"-,,Only allow qualified personnel to perform maintenance."
AU02297 	"-,,Always lock-out power source before conducting maintenance."
AU02297 	"-,,After performing any maintenance on the hoist, always test ,,to its"
AU02297 	rated capacity before returning to service.
AU02297 	",,Never disassemble & adjust the mechanical brake with the ,,"
AU02297 	friction clutch.
AU02297 	"-,,Always contact your local KITO dealer in case malfunctions of ,,"
AU02297 	mechanical brake with friction clutch.
AU02297 	"15,,Lubricate the gears [To change oil, ALWAYS remove both the ,,oil"
AU02297 	"plug & drain plug to drain contaminated oil completely ,,before"
AU02297 	"supplying the specified gear oil.(SAE 80/90 Gear Oil) ,,[_ _]"
AU02297 	"16,,Lubricate the load chain [Clean the chain with acid free ,,solvent"
AU02297 	"only to remove rust or abrasive dusts build up. After ,,cleaning,"
AU02297 	"lubricate the chain. Lubricate each link of the ,,chain & apply new"
AU02297 	lubricant over existing layer. [_ _]
AU02297 	"17,,Notify the Traffic Control Room on completion of this work."
AU01799 	"04 M Insp & cln of AID 23m Boom, Ramp Z"
AU01799 	**This maintenance works need to be carried out during a ramp closure &
AU01799 	public needs to be notified through media & VMS two weeks prior**
AU01799 	   (a) Access Vehicle:23mt boom from Ramp Z.
AU01799 	   (b) Lane closure: Ramp Z closure
AU01799 	   (c) Electrical cabinet location: Base of the pole.
AU01799 	   PR-RS-IR-059.
AU01799 	8. Re-instate the 240V power supply to the camera. [_ _]
AU01800 	"04 M Insp & clean of WL CCTV cams, 23 Boom, Ramp Z"""
AU01800 	**This maintenance works need to be carried out during a ramp closure &
AU01800 	public needs to be notified through media & VMS two weeks prior**
AU01800 	   (b) Lane Closure: Ramp Z closure.
AU01800 	   (c) Electrical Cabinet Location: Base of Pole.
AU01800 	   PR-RS-IR-059.
AU02298 	06 M Inspect & clean of RMS Station TCL
AU02298 	
AU02298 	Site ID:1403
AU02298 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02298 	1. Notify the control room prior to stopping in the emergency
AU02298 	   lane.
AU02298 	2. Access to this Traffic Control Lights are:
AU02298 	   (a) Access Vehicle: EWP.
AU02298 	   (b) Lane closure
AU02298 	"3. Set up the lane closure as per Work Instruction, Traffic"
AU02298 	"   Control, TMI-3012-OP-0002 and Translink Procedure."
AU02298 	4. Traffic control lights
AU02298 	   (a) Clean the traffic signal lenses.  [_ _]
AU02298 	   (b) Check the support brackets are well secured.  [_ _]
AU02298 	   (c) Contact Vicroads & operate the signs & confirm operation.  [_ _]
AU02298 	   **Contact VicRoads control room on 131170**
AU02298 	5. Control Cabinet;
AU02298 	"   (a) Check  for vandalism, damage,  corrosion, ingress of"
AU02298 	"       moisture and any insect infestation, clean if"
AU02298 	       necessary.  [_ _]
AU02298 	   (b) Inspect the cabinet and check that the equipment mounted in the
AU02298 	cabinet is secure. [_ _]
AU02298 	   (c) Check the cables and terminations for signs of
AU02298 	"       degradation, re-terminate if necessary."
AU02298 	6. Mounting pole
AU02298 	   (a) Check the mounting pole is well secured.  [_ _]
AU02298 	"   (b) Check for damages, signs of corrosion.  [_ _]"
AU02298 	7. On completion of job record anything outside normal
AU02298 	   parameters in the Work Done area of the job sheet.
AU02298 	8. Notify the control room on completion.
AU02298 	   Record Details below
AU02298 	****Complete the following CityLink Asset Condition Rating****
AU02298 	ASSET CONDITION RATING
AU02298 	Rate the Condition of the Asset.
AU02298 	Note:
AU02298 	[ 1 ] - Excellent.
AU02298 	        Asset is new or in as new condition
AU02298 	[ 2 ] - Good.
AU02298 	"        Asset is fully operational, well presented, performing"
AU02298 	        it's intended function.
AU02298 	[ 3 ] - Fair.
AU02298 	        Asset is functional and operational but showing signs of
AU02298 	        deterioration that will result is some intervention
AU02298 	        works possibly within the next 12 months. May not be
AU02298 	        performing it's intended function to the full degree.
AU02298 	[ 4 ] - Poor.
AU02298 	        Asset is functional and operational but showing major
AU02298 	        signs of deterioration that will require intervention
AU02298 	        works within the next 3 months. Not performing it's
AU02298 	        intended function.
AU02298 	CONDITION RATING SCORE [_ _]
AU02298 	"If the condition of asset is 3 or 4, record your observations"
AU02298 	in the Work Done area of the job sheet(photograph if possible).
AU02298 	Site ID:1402
AU02298 	Site ID:1401
AU02298 	Site ID:2443
AU02298 	Site ID:3756
AU02299 	12 M Maint of RC Signs & Traff Count Sta
AU02299 	
AU02299 	Site ID: 1403
AU02299 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02299 	1. Notify the control room prior to stopping in the emergency
AU02299 	   lane.
AU02299 	2. Access to this Ramp Control Signs are:
AU02299 	   (a) Access Vehicle: EWP.
AU02299 	   (b) Lane closure
AU02299 	"3. Set up the lane closure as per Work Instruction, Traffic"
AU02299 	"   Control, TMI-3012-OP-0002 and Translink Procedure,"
AU02299 	4. Ramp Control Signs(RC1);
AU02299 	   (a) Clean the sign lenses.  [_ _]
AU02299 	   (b) Check the support brackets are well secured.  [_ _]
AU02299 	   (c) Contact Vicroads & operate the signs & confirm operation.  [_ _]
AU02299 	",,**Contact VicRoads control room on 131170**"
AU02299 	5. Mounting pole
AU02299 	   (a) Check the mounting pole is well secured.  [_ _]
AU02299 	"   (b) Check for damages, signs of corrosion.  [_ _]"
AU02299 	6. Traffic Counting Stations Cabinets;
AU02299 	"   (a) This will be inspected & cleaned during ""06 M Inspect & clean of"
AU02299 	"RMS Station Traffic Control Lights"""
AU02299 	   (b)(It is recommended that Traffic Counting Sensors should run to
AU02299 	failure)
AU02299 	7. On completion of job record anything outside normal
AU02299 	   parameters in the Work Done area of the job sheet.
AU02299 	8. Notify the control room on completion.
AU02299 	   Record Details below
AU02299 	****Complete the following CityLink Asset Condition Rating****
AU02299 	ASSET CONDITION RATING
AU02299 	Rate the Condition of the Asset.
AU02299 	Note:
AU02299 	[ 1 ] - Excellent.
AU02299 	        Asset is new or in as new condition
AU02299 	[ 2 ] - Good.
AU02299 	"        Asset is fully operational, well presented, performing"
AU02299 	        it's intended function.
AU02299 	[ 3 ] - Fair.
AU02299 	        Asset is functional and operational but showing signs of
AU02299 	        deterioration that will result is some intervention
AU02299 	        works possibly within the next 12 months. May not be
AU02299 	        performing it's intended function to the full degree.
AU02299 	[ 4 ] - Poor.
AU02299 	        Asset is functional and operational but showing major
AU02299 	        signs of deterioration that will require intervention
AU02299 	        works within the next 3 months. Not performing it's
AU02299 	        intended function.
AU02299 	CONDITION RATING SCORE [_ _]
AU02299 	"If the condition of asset is 3 or 4, record your observations"
AU02299 	in the Work Done area of the job sheet(photograph if possible).
AU02299 	12 M Maint of RC Signs & Traff Count Station
AU02299 	Site ID: 1401
AU02299 	12 M Maint of 3 RC Signs at Entry to Gibdon St on Ramp
AU02299 	**Maintenance of Ramp Ctrl Sign 1 at Entry to Gibdon St on Rmp**
AU02299 	"4. Ramp Control Signs(RC1,RC2,RC3);"
AU02299 	"   (a) This will be inspected & cleaned during ""06 M Inspect"
AU02299 	"& clean of RMS Station Traffic Control Lights"""
AU02299 	**Maintenance of Ramp Ctrl Sign 2 at Entry to Gibdon St on Rmp**
AU02299 	"7. Set up the lane closure as per Work Instruction, Traffic"
AU02299 	"8. Ramp Control Signs(RC,RC2,RC3);"
AU02299 	   (c) Contact Vicroads & operate the signs & confirm
AU02299 	                  operation.  [_ _]
AU02299 	9. Mounting pole
AU02299 	10.Traffic Counting Stations Cabinets;
AU02299 	"   (a) This will be inspected & cleaned during ""06 M Inspect &"
AU02299 	"      clean of RMS Station Traffic Control Lights"""
AU02299 	   (b)(It is recommended that Traffic Counting Sensors should
AU02299 	       runto failure)
AU02299 	**Maintenance of Ramp Ctrl Sign 3 at Entry to Gibdon St on Rmp**
AU02299 	"11. Set up the lane closure as per Work Instruction, Traffic"
AU02299 	"12. Ramp Control Signs(RC1,RC2,RC3);"
AU02299 	13. Mounting pole
AU02299 	14.Traffic Counting Stations Cabinets;
AU02299 	15. On completion of job record anything outside normal
AU02299 	    parameters in the Work Done area of the job sheet.
AU02299 	16. Notify the control room on completion.
AU02299 	    Record Details below
AU02299 	CONDITION RATING SCORE
AU02299 	",,,,RCSW2A_1,,,,[_ _]"
AU02299 	",,,,RCSW2A_2,,,,[_ _]"
AU02299 	",,,,RCSW2A_3,,,,[_ _]"
AU02299 	12 M Maint of 2 RC Signs next to Burnley
AU02299 	Site ID: 1402
AU02299 	**Maintenance of Ramp Ctrl Sign 1 prior Burnley St Exit**
AU02299 	4. Ramp Control Signs(RC1 & RC2);
AU02299 	"&       clean of RMS Station Traffic Control Lights"""
AU02299 	**Maintenance of Ramp Ctrl Sign 2 prior Burnley St Exit**
AU02299 	8. Ramp Control Signs(RC1)
AU02299 	11. On completion of job record anything outside normal
AU02299 	12. Notify the control room on completion.
AU02299 	",,,,RCSE7A_1,,,,[_ _]"
AU02299 	",,,,"
AU02300 	Power St Monitoring (Surveying)
AU02300 	
AU02300 	Civil Project Engineer to contact Greg Bennet from G.W. Bennett &
AU02300 	Associates to survey the power street area.
AU02300 	Following are the contact details;
AU02300 	Greg Bennett
AU02300 	G.W. Bennett & Associates
AU02300 	"Land, Engineering & Rail Survey Consultants"
AU02300 	"122 Springfield Road, Blackburn North"
AU02300 	9878 2199 0418 598 990
AU02299 	12 M Maint of 2 RC Signs at Kingsway on
AU02299 	**Maintenance of Ramp Ctrl Sign 1 at LHS Kingsway on Rmp**
AU02299 	   (b)(It is recommended that Traffic Counting Sensors should        runto
AU02299 	**Maintenance of Ramp Ctrl Sign 2 at RHS Kingsway on Rmp**
AU02299 	8. Ramp Control Signs(RC1 & RC2);
AU02299 	",,,,RCSE2A_1,,,,[_ _]"
AU02299 	",,,,RCSE2A_2,,,,[_ _]"
AU02299 	12 M Maint of RC Sign at Hannah St
AU02299 	Site ID:
AU02301 	CML-24M Insp of Burnley Viaduct Bearing
AU02301 	
AU02301 	Burnley Viaduct(O&M Ref: M-MCL-OM-100017)
AU02301 	Current Inspection Frequency - every second year-September
AU02301 	Bearings to inspect:
AU02301 	"1.,,All significantly deteriorated bearings (identified in orange in"
AU02301 	thebearing inspection report (September 2012 - Appendix A))
AU02301 	"2.,,Bearings that cannot be inspected (identified in 'Grey' in the"
AU02301 	bearing inspection report (September 2012 - Appendix A))
AU02301 	"3.,,A minimum of 20% of the remaining bearings on a rotating basis such"
AU02301 	that every bearing is inspected at least once in every 10 years
AU02302 	CML-6M Insp of Morshead Overpass Bearing
AU02302 	
AU02302 	Morshead Overpass (O&M Ref:  M-MCL-OM-100018)
AU02302 	Current Inspection Frequency # every six months
AU02302 	Bearings to inspect:
AU02302 	1. All significantly deteriorated bearings (identified in yellow in
AU02302 	the latest bearing inspection report (Currently September 2012 -
AU02302 	Appendix A))
AU02302 	a. Currently Bearings # Western Halving Joint at Punt Road B1 to B7
AU02302 	"inclusive, Pier 13 B1, Pier 16 B1"
AU02303 	CML-24 M Insp of Morshead OP Bearing
AU02303 	
AU02303 	Morshead Overpass(O&M Ref: M-MCL-OM-100018)
AU02303 	Current Inspection Frequency - every second year-September
AU02303 	Bearings to inspect:
AU02303 	"1.,,Bearings identified as part of the 6 monthly inspection."
AU02303 	"2.,,A minimum of 20% of the remaining bearings on a rotating basis such"
AU02303 	that every bearing is inspected at least once in every 10 years
AU02304 	01 M Addn. Bolte Bridge Bearing Inspn
AU02304 	
AU02304 	Additional Inspection and Corrective Actions of the Bolte Bridge
AU02304 	Expansion joints.
AU02304 	Inspections to be carried out by G&G Engineering.
AU02304 	Please use correct WO & PO for each expansion joint.
AU02008 	03 M Arrange Electrical Certificate Form cheque
AU02008 	Arrange 3 monthly cheque for Electrical Certificate Form.
AU02008 	
AU02008 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02008 	1. Fill out Certificate Ordering/Renewal form.  (T:\Amanda\CoC\GST
AU02008 	Periodic order form.doc)
AU02008 	(Copies of form kept in File Index No 109 Certificate Of Electrical
AU02008 	Safety).
AU02008 	2. Obtain cheque for the amount of $500.00 from Administrator
AU02008 	(administrator to obtain cheque from Melbourne head office)
AU02008 	3. Hand deliver cheque and form to the Office of the Chief Electrical
AU02008 	Inspector.
AU02008 	Address:
AU02008 	Level 3
AU02008 	Building 2
AU02008 	4 Riverside Quay
AU02008 	SouthBank
AU02008 	"4. Obtain receipt for cheque, return receipt to Administrator."
AU02017 	06 M Calibrate & Test HV personal protection equipment
AU02017 	
AU02017 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02017 	1. Arrange test to confirm suitability of the following equipment to
AU02017 	continued to be used in the
AU02017 	   high voltage environment.
AU02017 	   (a) 2 off High Voltage Protective rubber mat    [_ _]
AU02017 	   (b) 2 off pairs High Voltage Protective rubber gloves  [_ _]
AU02017 	   (c) 1 off unit High Voltage detector - Modiewark  [_ _]
AU02017 	   (d) 1 off Extension rod - Modiework   [_ _]
AU02017 	2. Testing authority to provide a written report of the test results.
AU02017 	3. Record in work done area of job sheet the Name of the testing
AU02017 	Authority and the testing
AU02017 	   authorities reference number.
AU02017 	4. The test report is to be returned to the Electrical Electronic Team
AU02017 	Leader for any  actions
AU02017 	    and filing in File 27.1 High Voltage Personnel Protective Equipment
AU02017 	 HIGH VOLTAGE PPE.
AU02017 	Record Details Below
AU02017 	Name of Testing Authority:
AU02017 	"Testing Authority's Reference number:"""
AU02017 	NOTE: Where equipment requiring testing or calibration is sent
AU02017 	"      off site for calibration, please record the in the Work"
AU02017 	      Order the date equipment was sent out.
AU02018 	12 M Management Review meeting
AU02018 	
AU02018 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU02018 	Reminder for Management Review meetings
AU02018 	held on a 12 mthly basis during May of each year.
AU02018 	"Required to attend meeting,"
AU02018 	Site Manager
AU02018 	Maintenance Engineer
AU02018 	"HSE Representative (if available)"""
AU01706 	03 M Transfield appliance testing
AU01706 	
AU01706 	**COMPLETE JOBSTART BEFORE COMMENCEMENT OF WORK**
AU01706 	Carry out three monthy safety inspections on power tools and leads.
AU01706 	Electricians who identify equipment not listed on the form
AU01706 	"TMF-3012-OP-0045 should complete the table within the form ""Register of"
AU01706 	"Electrical Equipment""."
